0,1,2
99313,"[527, 3218, 7712, 20691, 20692, 20693, 20694, 26117, 29211, 37543, 47355, 49315, 52136, 64777, 64780, 65239, 66442, 66443, 74637, 77164, 78993, 80355, 81077, 81269, 89378, 89380, 89381, 89387, 89389, 89395, 91300, 99313, 104247, 105490, 116367, 129966, 152187, 152807, 155226, 176087, 199723, 201470, 201484, 204507, 205598, 206339, 223943, 252845, 259856, 261350, 266317, 266318, 266321, 266322, 268872]",18855
7723,"[528, 530, 953, 7666, 7668, 7672, 7700, 7701, 7723, 7736, 11513, 11514, 17542, 17543, 17544, 17546, 17589, 23267, 23268, 23649, 25048, 31714, 36426, 37462, 37505, 41248, 43573, 45391, 47347, 48165, 75640, 79229, 87132, 90154, 90185, 101073, 101728, 104033, 105284, 108612, 110264, 119437, 129650, 152199, 155806, 160412, 161731, 161732, 161733, 165268, 175609, 201481, 204749, 204751, 223079, 223102, 223140, 223803, 248833, 248844, 248847, 252383, 252384, 255831, 257120, 268085]",22273
258963,"[529, 1130, 1212, 2172, 3186, 3190, 3234, 3383, 10079, 10080, 13128, 13247, 17911, 18346, 18347, 20613, 21596, 29287, 29289, 29296, 30627, 32348, 37570, 37604, 41535, 47259, 52114, 53700, 56124, 56143, 56180, 56181, 61789, 61790, 61794, 61798, 66351, 66354, 69302, 69304, 69432, 69435, 70678, 70679, 70680, 70983, 71413, 71553, 73895, 76185, 77712, 77717, 78567, 78568, 78570, 78571, 80292, 83006, 85762, 87394, 88126, 90173, 92060, 100745, 102456, 102463, 103593, 103631, 104132, 106865, 108389, 109935, 110627, 112142, 112146, 113107, 114365, 114366, 114368, 114369, 114373, 114378, 114381, 115471, 116025, 117634, 125178, 129397, 129849, 150793, 152145, 152152, 152411, 153076, 162798, 167304, 178999, 195848, 197118, 199030, 200572, 204093, 204095, 204096, 205601, 206070, 206237, 209685, 209883, 209909, 209910, 211493, 213994, 216241, 216243, 216246, 216569, 216664, 216669, 216672, 216674, 216675, 217449, 217548, 217550, 218510, 218538, 218851, 218853, 218908, 222551, 222621, 225284, 226901, 226902, 227344, 227628, 231335, 231339, 231340, 231343, 231570, 232330, 232331, 232336, 232780, 232781, 247355, 247592, 247672, 247766, 249398, 249399, 249400, 251343, 251393, 251394, 251395, 251397, 251746, 251865, 251870, 252834, 252836, 252838, 252839, 252842, 252851, 253480, 253483, 254214, 254489, 255564, 255604, 255605, 255610, 255736, 255741, 256036, 257112, 257121, 257561, 257562, 257563, 257564, 257565, 257566, 257567, 257568, 258263, 258959, 258960, 258961, 258963, 258964, 258965, 258966, 258968, 259076, 259181, 259450, 259451, 259452, 259453, 259454, 260123, 260800, 260802, 260869, 260871, 260873, 260875, 260876, 260877, 260878, 261346, 261349, 261353, 261493, 261523, 261525, 261526, 261527, 261695, 261943, 261944, 261945, 261946, 262131, 262132, 262260, 262261, 262264, 262377, 262378, 262382, 263219, 263220, 263221, 263222, 263258, 263335, 263594, 263624, 263625, 263714, 263838, 263839, 263840, 263841, 263842, 263997, 263998, 263999, 264001, 264002, 264003, 264004, 264005, 264229, 264482, 265770, 266075, 266173, 266315, 267495, 267877, 268026, 268109, 268143, 268733, 268804, 268875, 268876, 269076, 269561, 269719, 270026, 270530, 270532, 270534, 271323, 271865, 271997, 272841, 272842, 273514, 273516, 273517, 273641, 274455, 274519, 275005, 276001, 277251, 278077, 288835, 289042, 289144, 289233]",31412
21344,"[636, 3188, 3230, 11825, 11889, 16761, 16762, 16765, 16768, 16769, 21309, 21310, 21311, 21312, 21329, 21331, 21332, 21333, 21334, 21335, 21339, 21340, 21342, 21343, 21344, 21345, 21354, 21357, 21359, 21363, 21365, 21366, 25793, 25828, 26772, 28346, 28779, 28780, 36044, 37215, 37898, 38589, 38590, 38661, 39368, 39648, 40129, 40152, 40255, 40700, 40702, 41164, 41251, 41386, 41504, 41505, 41507, 41513, 41514, 41515, 41516, 41518, 41519, 41527, 41528, 41529, 41530, 41531, 41532, 41534, 41539, 41540, 41543, 41544, 41546, 41547, 45302, 45303, 45304, 46571, 47098, 47389, 47390, 48359, 49650, 50435, 52126, 52409, 52410, 56145, 56146, 56148, 56149, 57520, 63880, 69276, 69278, 71566, 71568, 71569, 71570, 71571, 71572, 71573, 71574, 71575, 71576, 71577, 71578, 71579, 71580, 71581, 71582, 71583, 71584, 71585, 71589, 71590, 71592, 71595, 71596, 71597, 71598, 71599, 75653, 76013, 80113, 83135, 84283, 87242, 93573, 93595, 99039, 99942, 101112, 101113, 101114, 101115, 101913, 103850, 104532, 104533, 105491, 106538, 106871, 107033, 107055, 108347, 110382, 119442, 119725, 122913, 152155, 152197, 152897, 153774, 155916, 155984, 161622, 168880, 178995, 179879, 196219, 199970, 202336, 202337, 202338, 203769, 203770, 203771, 203772, 203773, 204690, 204691, 204692, 204693, 207238, 207368, 207369, 209769, 209772, 209916, 209920, 211220, 211221, 211224, 211225, 211226, 212225, 213722, 216187, 216822, 216824, 216826, 216828, 217191, 218137, 218995, 218996, 220075, 222840, 223218, 224065, 226123, 226125, 226126, 226427, 226707, 228049, 228171, 236708, 249761, 249794, 251147, 251148, 251149, 251151, 251864, 251869, 253393, 254972, 254980, 254987, 255056, 255600, 255601, 255602, 255603, 255608, 256470, 257118, 257933, 258164, 260796, 260797, 261530, 261531, 261532, 261533, 263804, 263805, 267950, 268046, 268115, 268205, 268220, 268221, 268222, 268223, 268224, 268226, 270028, 270029, 270189, 278886, 289427]",25095
152950,"[691, 37275, 37606, 50216, 50948, 99355, 106540, 130605, 152950, 223181, 227005, 246129, 257115, 279103]",3541
153175,"[1001, 153175, 202744, 209385, 236714, 247827]",2186
99608,"[1048, 2797, 11823, 11833, 11839, 11918, 23783, 29155, 29158, 37289, 39890, 43033, 48380, 49483, 50101, 52122, 72851, 76082, 99608, 101847, 103848, 120629, 128916, 130601, 130632, 223116, 227008, 236995, 247390, 249772, 249797, 269848, 279106]",6235
153202,"[1054, 2819, 27461, 50176, 71517, 75544, 79148, 79602, 83130, 86476, 89028, 89029, 89030, 89031, 89032, 89033, 89034, 92761, 93564, 101854, 104295, 153202, 207341, 209912, 210924, 211290, 218850, 226060, 255385, 255699, 256912, 263013, 263630, 263631, 263632, 263633, 263634, 266243, 266244, 266245, 266246, 266247, 266248, 266249, 267142, 267529, 268293, 268299, 270303]",2078
100098,"[1060, 3187, 16733, 16734, 41552, 50437, 53450, 70642, 72852, 72858, 100098, 106094, 106869, 107123, 108473, 124931, 130614, 150778, 152153, 153209, 160132, 202332, 206301, 210547, 210548, 210549, 224616, 228174, 235383, 253114, 268219, 268495, 277457, 288803]",9168
288997,"[1064, 11863, 26511, 39847, 42417, 45005, 50766, 100739, 104946, 112579, 112589, 113990, 117080, 121537, 124682, 124709, 125324, 125362, 125364, 126177, 126178, 155926, 155927, 223229, 257946, 277383, 277625, 288997]",3574
99746,"[1214, 3236, 26587, 37150, 37603, 41511, 41520, 41537, 41577, 41579, 41580, 44650, 49642, 66363, 80115, 99746, 105454, 128953, 152201, 161628, 209818, 223338, 251150, 251868, 253484, 255432]",8152
44370,"[1215, 3209, 28901, 40122, 44367, 44368, 44369, 44370, 49314, 53735, 53736, 53738, 63891, 63893, 63894, 63899, 63901, 63902, 65987, 65988, 65996, 71040, 74477, 74478, 74481, 74487, 77308, 79149, 84198, 84199, 84200, 101682, 105291, 113102, 113103, 113104, 113105, 152180, 153403, 183224, 214621, 224279, 246313, 253431, 259447, 259448, 259449, 259470, 262380, 262381, 262383, 262384, 274504]",4415
153480,"[1271, 7721, 11898, 27934, 38500, 50497, 75839, 78950, 79145, 91293, 93224, 102468, 104222, 108469, 129064, 153480, 195851, 201476, 201477, 208373, 213927, 222626, 225265, 236822, 249779, 257940, 258912, 263558, 267302, 267314, 268011, 270160]",3278
153622,"[1379, 3229, 21341, 21349, 21351, 21355, 25580, 29131, 29171, 29177, 29292, 37481, 38273, 41508, 41512, 41559, 41560, 41561, 41566, 41568, 42654, 47385, 48347, 63590, 63595, 71330, 71514, 71519, 71520, 73508, 73511, 81295, 83014, 83015, 84324, 84325, 99604, 106100, 107156, 108424, 110164, 119724, 129836, 153622, 155157, 157489, 163479, 177454, 177456, 179002, 206767, 209913, 210087, 220953, 223219, 225019, 254499, 257939, 264483, 264484, 267316]",12653
194197,"[1632, 2168, 7728, 11888, 11897, 11927, 27933, 30620, 30621, 30622, 34330, 36106, 40291, 42449, 42453, 42455, 42456, 42457, 42466, 45244, 49466, 61573, 61574, 64779, 64781, 65231, 65232, 66152, 66153, 66154, 69280, 69288, 69289, 77715, 77718, 78114, 78115, 78988, 78997, 78998, 79405, 81270, 83132, 90148, 90172, 90175, 93206, 102454, 104729, 112195, 112504, 169754, 178723, 194130, 194197, 202349, 202354, 203994, 207396, 208366, 208370, 216737, 222640, 236824, 249773, 257941, 257942, 258916, 261694, 262965, 263325, 263536, 266552, 267295, 267308, 267311, 269046, 269049]",5146
153991,"[1647, 3201, 11928, 21348, 26147, 35914, 37695, 41533, 41541, 41571, 41573, 41574, 41575, 44372, 48022, 48181, 52115, 56127, 57326, 57329, 57331, 57332, 57334, 65367, 65368, 65369, 65370, 65371, 70671, 70672, 70673, 70674, 70675, 70934, 70935, 70936, 70937, 70938, 70939, 71351, 71352, 71353, 71354, 71355, 75470, 78220, 79391, 81447, 81448, 81449, 81450, 81451, 81452, 83689, 83690, 83691, 83692, 86965, 91292, 101954, 104291, 105287, 108611, 109934, 110355, 119443, 129103, 152171, 153991, 155289, 161624, 194667, 207132, 216662, 217551, 217552, 217553, 224981, 258123, 261191, 262262, 262263, 264675]",8906
133412,"[1699, 28694, 39130, 56163, 76018, 79394, 94173, 99359, 102461, 124678, 125074, 125186, 126472, 126508, 126670, 126865, 133412, 134092, 135694, 135808, 146079, 154040, 154041, 155813, 183099, 186708, 222838, 223639, 235492, 235626, 245060, 257216, 278114, 278184, 289697]",4222
101697,"[1702, 3178, 23447, 37915, 49351, 49944, 53688, 53689, 53696, 56182, 73077, 73078, 73082, 79188, 101697, 105294, 152135, 155301, 206235, 207056, 207144, 209858, 211837, 214608, 217255, 247314, 261947]",3731
226524,"[1821, 2301, 89070, 117633, 117638, 154827, 225018, 226524, 252835, 252837, 252841, 254938, 255732, 257213, 259482, 261343, 267784, 268949, 274637]",2144
70997,"[1829, 49866, 53701, 67639, 69298, 69438, 69440, 70448, 70997, 70998, 73891, 73896, 73897, 78222, 79420, 80813, 101874, 105316, 154208, 216677, 220538, 226121, 263223]",1191
16735,"[2140, 2372, 16735, 16736, 16738, 16739, 26609, 26610, 26878, 29153, 29165, 37367, 45117, 45936, 49206, 49810, 52125, 70238, 70239, 71602, 75716, 75946, 76115, 79307, 80155, 94195, 94196, 94197, 94198, 101181, 101182, 102472, 105910, 106549, 106550, 154651, 168849, 200290, 203761, 207354, 207400, 208352, 208353, 212223, 219006, 222641, 222644, 224238, 224239, 255332, 256663, 261181, 263821, 267303, 267309, 267312]",29656
158876,"[2365, 36053, 37644, 44848, 49880, 85764, 89063, 91280, 99021, 105707, 158868, 158876, 225838]",5487
193802,"[2407, 75514, 103725, 112559, 124665, 125199, 125223, 156188, 165198, 168122, 168438, 169751, 180670, 181648, 186522, 186705, 186707, 186719, 186721, 186722, 186962, 186978, 193379, 193802, 198585, 199657, 223186, 277623, 277733]",13447
79189,"[2618, 3842, 3889, 16717, 28745, 75633, 79189, 93652, 93653, 112564, 112572, 121539, 124698, 124701, 124702, 125190, 125191, 125194, 125224, 125311, 125313, 125354, 125355, 125371, 125373, 125988, 126129, 126130, 126502, 126503, 126504, 168850, 186853, 254936, 277640]",3211
29210,"[3196, 8264, 16728, 29210, 29215, 36077, 47349, 52123, 56142, 72853, 75659, 100274, 102462, 103849, 106541, 117943, 129704, 130604, 130610, 130630, 197898, 202331, 203760, 209662, 223217, 249760, 249795, 249798, 252911, 256640, 257116, 278876, 289693]",6271
42682,"[3198, 11392, 11393, 11394, 21478, 21480, 21481, 34715, 35849, 39065, 42678, 42679, 42681, 42682, 42683, 42684, 42685, 43042, 43043, 43044, 43047, 49016, 52309, 58580, 58581, 58582, 58583, 58584, 69313, 69314, 69315, 73182, 79192, 79255, 93591, 101852, 104418, 109405, 109407, 152169, 153942, 169750, 193565, 207024, 248841, 255730, 255743, 259484, 260801, 273268]",2309
99585,"[3202, 28305, 37482, 47357, 49470, 49986, 56118, 56121, 56122, 70969, 75649, 83011, 89799, 99585, 100031, 104382, 110166, 152173, 154198, 155363, 172176, 173453, 179001, 206338, 206731, 210536, 219721, 226899, 257113, 267949, 271994]",4581
228553,"[3384, 11834, 11868, 11903, 11905, 24418, 27308, 29182, 38494, 39889, 44854, 50387, 95014, 104413, 106537, 112148, 130600, 158520, 195507, 202341, 202346, 202351, 211045, 222627, 222639, 223328, 226483, 227006, 228553, 236820, 246773, 249770, 249771, 249784, 252753, 252755, 257938, 267933, 270033, 278843, 279107]",3899
69275,"[3543, 11512, 11847, 16778, 17533, 24028, 24029, 25050, 26871, 35846, 35932, 46983, 48809, 48953, 49264, 52119, 69270, 69275, 74121, 75510, 77713, 77714, 77716, 79424, 81267, 83128, 83141, 91279, 91294, 101716, 101812, 102471, 104223, 105885, 121292, 129414, 169755, 172900, 172901, 172905, 173436, 207264, 207395, 217562, 218785, 249763, 260196, 262258]",7140
155018,"[3840, 3841, 7703, 13040, 13041, 13047, 13062, 13998, 14000, 14001, 16485, 17500, 21594, 24882, 42689, 62421, 65991, 70681, 71378, 74485, 75836, 78111, 80812, 84690, 94649, 102459, 102464, 111269, 112562, 125360, 125361, 155018, 159843, 159845, 181143, 196827, 202904, 216815, 216818, 219257, 219258, 219259, 221478, 224032, 225264, 226426, 230195, 232786, 248112, 252843, 253477, 258456, 259075, 261528, 264098, 264434, 266133, 269718, 270529, 272061, 272240, 272382, 274639, 274642, 276143, 289041]",25830
124681,"[3848, 26394, 37046, 44601, 50215, 76101, 100740, 104745, 109357, 112587, 121536, 124681, 124687, 125327, 125382, 129141, 235467, 267754, 267940, 277562]",2208
100743,"[3861, 26667, 38908, 46922, 50684, 56178, 77073, 100743, 106866, 112571, 113989, 124694, 124837, 125073, 125203, 125328, 125329, 125359, 126506, 224671, 272598, 277517, 277614, 277662, 278401]",3621
7664,"[7664, 7688, 227173, 247910, 252909, 254482, 254757, 255804, 256379, 256654, 258800, 268528, 289576]",2066
207398,"[7676, 11899, 42413, 50498, 59120, 79390, 90144, 90168, 94176, 102453, 105292, 108470, 112147, 129392, 157446, 201479, 207398, 258915, 259854, 259855, 259858]",1200
7697,"[7680, 7697, 39891, 45871, 51011, 84689, 84702, 90585, 90588, 102516, 227875, 235490, 269433]",2582
24813,"[7681, 11872, 17588, 24813, 24834, 24839, 26882, 28410, 37504, 42454, 42467, 45156, 51103, 51104, 71936, 71938, 79374, 80356, 80357, 80359, 80672, 87814, 90149, 90151, 90170, 90183, 93207, 93222, 104340, 106544, 112150, 127599, 129647, 154658, 176015, 178722, 178724, 178725, 193879, 201473, 202352, 222643, 227346, 227350, 236874, 247503, 248110, 248837, 254230, 254557, 254628, 254703, 262732, 263855, 267317, 269432, 278183, 278842, 288839]",10100
7685,"[7685, 7718, 37914, 42648, 42691, 42692, 84888, 89836, 89837, 89838, 93210, 101686, 105290, 109404, 111296, 153351, 209342, 221418, 226122, 227343, 255742, 255744, 262925, 264943]",2084
24857,"[7687, 17501, 24856, 24857, 24858, 24890, 24891, 30071, 65714, 65715, 65716, 78535, 79749, 79750, 85747, 86431, 94655, 101754, 103591, 157447, 197186, 222816, 230049, 248826, 255270, 259969, 259970, 263326, 268799, 269078, 269431, 269450, 272238, 272239]",1063
38501,"[7694, 7720, 11907, 17591, 28541, 38501, 39353, 41405, 42410, 42433, 42451, 42458, 42464, 46846, 50499, 75837, 90142, 90143, 90146, 90169, 90174, 91295, 102440, 102451, 102466, 104246, 129065, 152137, 169752, 201478, 224655, 224656, 226120, 236819, 248329, 255696, 257937, 258914, 266553]",2966
17499,"[7695, 17498, 17499, 17504, 21593, 21595, 24823, 83661, 83662, 84713, 86451, 92075, 94650, 94651, 111277, 111280, 111891, 113931, 127573, 129467, 152162, 152198, 181584, 204753, 209445, 218511, 218513, 218756, 225428, 225783, 230052, 236597, 247196, 248848, 251910, 261345, 263324, 263531, 263858, 264097, 267677, 268177, 269398, 269717, 273800, 274640, 276142]",2457
205594,"[7696, 11901, 11926, 24819, 24838, 24846, 26885, 35906, 35907, 37368, 37620, 38497, 39548, 39805, 42408, 47354, 47356, 49717, 50721, 51012, 52137, 65229, 65236, 65238, 65240, 75661, 81079, 90141, 90147, 90165, 90176, 90184, 93202, 93212, 100275, 101704, 101705, 102441, 105597, 129326, 129955, 155991, 169761, 201474, 201475, 205593, 205594, 205595, 205596, 205599, 205600, 218063, 224050, 224744, 224983, 249781, 251747, 257943, 258911, 259853, 259857, 267301, 275311, 275314, 275315, 275316, 288836]",16278
42670,"[11396, 11398, 21482, 21483, 42650, 42666, 42667, 42668, 42669, 42670, 42671, 42672, 42673, 43046, 62424, 79254, 101853, 104419, 109414, 113000, 152154, 153479, 207059, 207276, 209585, 210088, 212822, 248840, 255731, 259483]",757
246886,"[11835, 11861, 11866, 11887, 11902, 11912, 23787, 24419, 27309, 27849, 29157, 29286, 29297, 29303, 43038, 43051, 44853, 52310, 56141, 76003, 76211, 79075, 93201, 101848, 104412, 112149, 120630, 158519, 200355, 211046, 223331, 246886, 252756, 253497, 267921, 268272, 273196, 275823]",4860
98977,"[11837, 11846, 11908, 16721, 16722, 16723, 16725, 16782, 16783, 26521, 26522, 26608, 29208, 29247, 29248, 29254, 29259, 29275, 29300, 31869, 37033, 39629, 40233, 41548, 42448, 47377, 47386, 47388, 49195, 49220, 49221, 53436, 53437, 53438, 73595, 75657, 75765, 75782, 83005, 83007, 88418, 88423, 90155, 98977, 99603, 100363, 102448, 103873, 103874, 107050, 130043, 152398, 160144, 160145, 202343, 203757, 203758, 207759, 212221, 213798, 214052, 221236, 222632, 222645, 227969, 227970, 227993, 249786, 249788, 249790, 251137, 253485, 288827]",48386
16755,"[11838, 11843, 16755, 29027, 36591, 50810, 83140, 249764]",915
11916,"[11840, 11916, 29156, 75832, 106096, 130609, 154903, 202356, 236996, 249785, 268074]",377
225002,"[11841, 11875, 11879, 11911, 11914, 11929, 24421, 38898, 49910, 56147, 75831, 100218, 106095, 202340, 222633, 225002, 249778, 249791, 249793, 257934, 279319]",1632
11845,"[11845, 224947]",27
267751,"[11852, 13124, 23785, 25902, 47351, 51192, 117625, 120657, 120658, 121289, 121290, 121463, 121465, 122051, 180152, 202355, 203762, 209914, 209915, 209917, 209918, 209919, 225837, 249767, 252520, 261878, 267751, 267816, 268673, 269495, 275210, 275356, 278515]",2173
163490,"[11854, 13072, 18362, 26257, 30619, 36219, 42918, 84692, 84695, 84696, 88549, 88550, 90580, 90581, 90583, 90586, 90587, 102295, 111270, 113932, 157948, 163490, 176621, 207632]",5016
37297,"[11862, 11906, 11925, 16740, 37297, 40701, 50809, 79333, 83137, 88422, 101912, 102465, 122925, 221237, 224209, 257936]",437
266549,"[11876, 17550, 17914, 24869, 28471, 42416, 42442, 71547, 84701, 93214, 93216, 107071, 112040, 113995, 179878, 219784, 222618, 222635, 222636, 222637, 222638, 222646, 226698, 226713, 230190, 247861, 249762, 249769, 249775, 249776, 249789, 253404, 255691, 255692, 262761, 266549, 266551, 267305, 267306, 267847, 268829, 269041, 274389, 278516]",518
246591,"[11895, 24420, 27307, 29175, 29225, 29285, 38495, 42446, 44855, 76005, 94174, 102452, 104411, 130603, 181189, 200125, 202329, 211047, 226482, 227007, 236825, 246591, 252754, 257935, 278400]",1486
100069,"[11896, 11935, 16084, 23782, 34656, 38502, 38647, 42411, 42468, 45296, 47391, 50096, 57518, 62422, 82481, 82849, 87227, 89066, 89068, 92999, 100069, 102470, 106091, 110184, 119445, 159844, 202353, 222625, 223548, 236713, 259074]",8227
100869,"[11904, 11915, 16779, 26292, 28230, 41342, 57519, 65230, 65244, 66155, 66930, 73638, 73639, 77292, 78160, 78161, 78227, 79731, 79732, 79929, 81268, 81272, 83003, 88544, 88547, 100869, 102444, 106090, 111524, 117632, 118762, 118763, 121291, 212226, 224837, 235951, 247520, 248232, 248845, 249766, 253117, 256126, 260799, 261184, 266550, 267757, 268674, 269043, 275209, 275313, 275348, 275349, 275352, 275353, 275354, 275357, 275558, 279135, 279136, 289073]",3825
38901,"[11917, 38901, 47353, 50454, 100273, 106093, 249777]",458
209689,"[12905, 16774, 21317, 21324, 21337, 21356, 24920, 29181, 29191, 29241, 36516, 44641, 44651, 48774, 66362, 72849, 73560, 77331, 77720, 77721, 82902, 82903, 83139, 84693, 88653, 99943, 105493, 122759, 151217, 154557, 168554, 200107, 202357, 206177, 207364, 209658, 209689, 209716, 218254, 218569, 224406, 224407, 226879, 234572, 235384, 235385, 249799, 251152, 255609, 255777, 263628, 263629, 264567, 268218, 268225, 269714, 272293]",4081
13013,"[13013, 13015, 13034, 13045, 13049, 13052, 13068, 13071, 200536, 202745, 202746, 288828]",16677
62015,"[13039, 28710, 62015, 222619, 222620, 224885, 228170, 257866, 261348, 263346, 267513, 289487]",811
228555,"[13060, 13061, 62427, 80358, 112563, 125356, 153779, 159188, 195045, 195046, 201480, 202906, 214661, 228555, 229867, 233353, 247583, 247862, 277268, 289138, 289298]",989
14010,"[13079, 14004, 14010, 14013, 14014, 62428, 118760, 202905, 228173, 250281, 250282, 275807]",1834
131404,"[13090, 13099, 13112, 13123, 13125, 131399, 131402, 131403, 131404, 194999, 202741, 237290, 250096, 250107, 250108]",12410
131407,"[13093, 131400, 131406, 131407, 131409, 131410, 187905]",8676
14016,"[14016, 14017, 44377, 102293, 129510, 199221, 200327, 212243, 228086, 229315, 229866, 233108, 233109, 246819, 251141, 255440, 257119]",2075
16729,"[16729, 117624]",206
16753,"[16753, 16756, 27065, 29160, 29204, 40221, 41359, 41526, 46392, 49730, 56132, 75922, 101183, 101895, 105129, 106867, 160136, 199927, 208452, 257117]",5779
248842,"[16777, 21308, 29029, 29239, 38629, 40633, 41501, 41502, 41542, 50095, 61572, 66350, 69293, 70944, 71557, 74509, 101329, 130044, 151205, 152192, 165902, 165903, 172907, 203764, 218854, 224944, 225252, 226124, 232338, 246725, 248842, 256473, 258967, 261529, 268086, 274560, 274643]",1760
16789,"[16789, 16790, 18015, 122924, 195126, 203775]",4417
204750,"[17541, 40653, 50690, 56161, 104923, 157450, 201483, 204750, 205928, 213751, 268769]",441
30628,"[17918, 24883, 30628, 42693, 42694, 42695, 69312, 75603, 78128, 78140, 79411, 92079, 93225, 94172, 102432, 112140, 112322, 198126, 198230, 205606, 205607, 205608, 211282, 211283, 216806, 222648, 222649, 229754, 230873, 252847, 252854, 252855, 252856, 252857, 253918, 253919, 253922, 254232, 254284, 255688, 255689, 255690, 256114, 259182, 263007, 264978, 265018, 266881, 267304, 269042, 270292, 270293, 272338, 272378, 288661]",658
160134,"[18014, 160134, 206354]",2514
24835,"[18338, 24835, 24845, 70959, 168735, 202903, 205592, 214054, 229078, 235952, 252844, 278185]",1988
204097,"[24825, 69300, 70984, 70986, 71556, 78407, 160720, 160727, 160728, 204094, 204097, 205589, 206160, 216670, 216671, 227876, 246820]",5550
24870,"[24870, 24910, 30634, 155702]",27
153054,"[24886, 38179, 38521, 41555, 42459, 47097, 48854, 71561, 71562, 71563, 75864, 79388, 91291, 102443, 105286, 129466, 153054, 196837, 199663, 205927, 222630, 224657, 236821, 249787, 253386, 255607, 255698, 257945, 269045, 269713]",3671
24902,"[24894, 24902, 24903, 24904, 24914, 26367, 37487, 39599, 46042, 46548, 49878, 56156, 73559, 84707, 129306, 208530, 246064, 254969]",2645
92959,"[24908, 35417, 73556, 83797, 84709, 88663, 92959, 247989]",268
152166,"[25901, 37288, 47352, 48379, 52121, 75509, 95016, 130616, 152166, 223115, 234300, 247332, 261879, 267515, 268402, 269494, 289692]",2294
213331,"[25905, 40220, 45876, 48802, 53441, 56133, 73596, 75507, 101445, 104922, 129474, 205875, 213331, 257504, 268767, 270224, 273193, 273385]",2191
26366,"[26366, 27538]",16
101560,"[27288, 39872, 46426, 56174, 75472, 101560, 105499, 117353, 117354, 126447, 223366, 235491, 273199, 278007, 278100]",1316
230369,"[28744, 36712, 76046, 95044, 112591, 124699, 124928, 125174, 125182, 125185, 126444, 126501, 168476, 180705, 181748, 182749, 186723, 187100, 199398, 223194, 230369, 235463, 235465, 235664, 247320, 277458, 277564, 277992]",10714
105489,"[30611, 105489, 273211, 273213]",37
30631,"[30631, 105501, 273212]",41
101689,"[36493, 61583, 78328, 101689, 112151, 207271, 248846]",310
56139,"[37523, 44602, 56139, 104414, 128915, 129476, 223330, 226260, 227069, 249783]",2088
101083,"[39330, 45089, 50105, 56129, 101083, 125560, 125933, 126499, 186520, 186668, 199370, 205931, 224670, 235381, 277622, 278182, 288966]",878
40123,"[40123, 59119, 59121, 81078, 205926, 212228, 261693]",343
124690,"[40158, 53445, 53448, 72847, 72850, 72854, 124690, 126384, 126461, 126844, 199762, 223208, 233472, 234315, 253335, 253383, 256777, 257506, 261880, 267527, 272599, 272602, 277384, 278135, 288996]",1318
130611,"[40803, 41523, 46146, 70648, 79074, 100362, 126448, 130602, 130611, 130615, 235466, 249765, 249768, 275355, 277568]",1689
46570,"[41170, 46570, 62536, 168712, 198193, 223535]",45
48766,"[41509, 48766, 71555, 165910]",76
43037,[43037],18
58579,"[43048, 58579, 58587, 267496]",63
101457,"[45841, 77232, 101457, 105462]",74
45875,"[45875, 50840, 113787, 129211, 257503, 274832]",252
256105,"[50102, 61799, 82082, 107214, 224654, 256105]",44
50688,"[50688, 227383]",21
210695,"[50829, 77072, 210695, 261534, 264357, 267528, 267530, 268280]",86
236826,"[51165, 75931, 79368, 116023, 116029, 122919, 123771, 124433, 125315, 126713, 212224, 236826, 246871, 247502, 251140, 253054, 253166, 254226, 254664, 254665, 256675, 256686, 260798, 262259, 263070, 263578, 263590, 264565, 264566, 266052, 268672, 268680, 269535, 269536, 276238, 276476, 277570, 288726, 289299, 289791]",1669
56131,"[56131, 124667, 126466, 186515, 186694, 235382, 235488, 247319, 276069, 277641, 278027]",235
120660,"[62474, 120502, 120660, 120661]",122
258962,"[62528, 105478, 209386, 228350, 258962]",270
62535,"[62535, 170092]",16
259859,"[65234, 259859]",24
251866,"[65235, 69284, 221280, 236709, 251863, 251866, 258909, 258910, 260154, 262954, 262955, 263069, 263537, 263856, 263857, 266084, 273730, 277250]",1309
65237,"[65237, 259860]",22
275208,"[65243, 113402, 113406, 117637, 123772, 183329, 203754, 203755, 203756, 268123, 271993, 271995, 275208, 275312, 275557]",179
106548,"[71565, 106548]",70
255695,"[71939, 77200, 90171, 95018, 128610, 128612, 222624, 245998, 255695, 269077, 275008, 278517, 289488]",354
274160,"[73209, 274160]",19
77079,[77079],25
223196,"[77080, 112578, 125314, 125374, 212227, 223196, 257507, 266051, 270008]",783
124686,"[77083, 105706, 112586, 113991, 124686, 126029, 152189, 205883, 212232, 268122]",4819
223250,"[79241, 105386, 124666, 125188, 126860, 163059, 174888, 186703, 186718, 199595, 223250, 235487, 256779, 272601, 276070]",841
101087,"[79393, 101087, 111521, 112573, 125175, 125189, 125471, 125934, 126445, 126827, 156439, 186676, 186717, 199223, 199364, 200728, 205884, 209886, 223185, 235380, 235630, 235785, 235927, 247194, 248149, 256778, 257214, 270136, 277991, 277993]",1053
225020,"[82084, 113109, 113110, 198727, 225020]",33
178719,"[90179, 178719]",27
94654,"[94653, 94654]",17
100758,[100758],470
105496,[105496],10
106289,[106289],19
111297,"[111297, 227342]",16
181751,"[115766, 163326, 181751, 182751, 224669, 235464]",311
186709,"[125075, 125201, 126473, 186709, 277518]",42
125177,"[125177, 125325]",11
289367,"[125183, 182748, 289367]",181
