0,1,2
26965,"[26965, 35919, 273250]",22
27207,"[27207, 51184, 209236]",57
29648,"[29648, 120753, 211594]",182
29649,"[29649, 120752, 257270]",144
29675,"[29675, 120731]",18
29731,"[29731, 120747]",39
35716,[35716],89
152777,"[35808, 39799, 105392, 213551, 40959, 26567, 40960, 212061, 26569, 55080, 26565, 55083, 76677, 129180, 28155, 39541, 39801, 44902, 51183, 55096, 76679, 99903, 105416, 130137, 164368, 208137, 28154, 32459, 37026, 39123, 50652, 55094, 76678, 99904, 105415, 152776, 207956, 212060, 257036, 268645, 40961, 44905, 100179, 105393, 207958, 25598, 50645, 55090, 87123, 100180, 104390, 108434, 110302, 44903, 50653, 100837, 257737, 26568, 50647, 55081, 101142, 129926, 129313, 26566, 50648, 55082, 87124, 93558, 108435, 110301, 152777, 206228, 32460, 130138, 207957, 55097, 223951]",14812
36284,[36284],128
36560,[36560],16
36985,"[36985, 129916]",21
98565,"[26964, 27596, 35883, 37394, 39615, 76536, 104336, 98565]",1064
46531,"[37980, 41279, 37981, 41280, 46531, 268644, 26570, 39853, 50646, 55079, 76674, 129938, 268228, 255394]",1311
38648,[38648],38
38799,[38799],147
38915,"[26512, 38915, 75539, 96273, 199966, 226993]",408
39647,"[39647, 255308]",90
40161,"[40161, 40831, 50393, 54612, 129047, 267905, 269618]",207
55949,"[40529, 55949]",21
41002,"[41002, 200244, 268181, 257037]",93
98567,"[39797, 44899, 50650, 82706, 98563, 207910, 212062, 227903, 254924, 44906, 104332, 104391, 39543, 39798, 44908, 50651, 98566, 257035, 32251, 36078, 39133, 50649, 98567, 104328, 223734, 226532, 36779, 39800, 44907, 104349, 207907, 51004, 207908, 211402, 213550, 246134, 253147, 257735, 257736, 227839, 246720, 268668]",7831
44900,"[44900, 48555, 76676]",195
44901,[44901],195
45011,[45011],421
45345,"[45345, 50613, 209237]",43
99873,"[45597, 45598, 26737, 44825, 45596, 46221, 49932, 51185, 55091, 99873, 105418, 129179, 209657]",3154
45708,[45708],36
45710,[45710],91
45847,"[45847, 51218]",93
45848,"[45848, 46966]",110
45849,[45849],73
46236,"[2810, 46236, 209747, 268055, 268471]",346
46237,"[46237, 54599, 99905, 209746, 268056, 268470]",623
46532,"[46532, 226552, 227901, 255241]",899
46557,[46557],251
55078,"[48553, 55078]",99
48554,[48554],12
99539,"[49935, 25982, 38041, 38144, 49934, 55084, 76543, 99538, 209235, 224427, 38043, 38145, 49428, 55087, 99539, 130166, 211395, 38042, 38146, 55086, 99540, 104574, 130165, 49933, 55088, 99872, 105419, 28501, 100183, 105417, 209540, 254927, 257739, 105420, 130164, 254925, 209564, 224735, 255309, 224819, 254926, 257738]",5379
51001,[51001],21
52102,"[45707, 52102]",90
52103,[52103],30
52483,[52483],17
59357,"[52575, 248044, 59357, 93170, 94810, 156520, 156521, 195677, 204456, 212882, 215651, 227224, 248256, 253899, 258649, 261752, 267721, 271871, 273510, 274477]",162
52582,"[52582, 58614]",17
54604,"[38476, 45705, 54604, 104136, 205948]",226
54605,"[54605, 205945]",71
55093,"[55093, 93565, 246128, 34695, 90793, 269661, 289593]",387
62505,[62505],87
62524,"[62524, 131697, 187467]",84
62525,[62525],17
62526,[62526],23
62527,[62527],25
66927,[66927],28
67262,"[29845, 67262, 82245, 197405]",59
67263,"[67263, 111638, 201416, 260448, 67264, 131256, 260447, 67265, 177184]",319
81411,"[69769, 81411]",35
70097,"[70097, 216310]",12
71644,"[69728, 70111, 71644, 71645, 71646, 80421, 84431, 111333, 130324, 204950, 220151, 221004, 276344]",196
231192,"[70117, 84989, 271276, 85016, 111649, 271275, 114083, 70106, 70107, 70119, 84943, 111650, 231192, 262076, 272145]",135
70889,"[70889, 81962, 84986, 85037, 174247, 73684, 219581, 84946, 219586]",148
71634,"[71634, 80420]",18
76675,"[26571, 51182, 76675, 51005, 90745]",201
101632,"[76921, 49427, 76920, 101631, 210639, 101632, 210640, 254928]",301
84996,"[79790, 84572, 84996, 88283, 108085]",37
81412,"[80422, 81412, 84920, 173082, 222849, 67139, 81420]",55
89805,"[67299, 82244, 2987, 89805, 200501, 159040]",181
82705,"[32640, 35628, 51006, 82705, 119401, 90746]",231
83047,"[57969, 57971, 58617, 83047, 84973, 89260, 93169, 183406]",26
85008,"[84220, 85009, 84937, 84938, 84944, 216401, 216408, 262077, 84219, 84987, 85006, 182790, 182807, 265127, 265128, 84988, 84990, 85007, 85008, 264850, 85026, 182814, 205487, 216400, 216402, 216407]",443
237017,"[84570, 121988, 130930, 194763, 231658, 234240, 235569, 237017, 279261]",129
183412,"[84923, 217247, 84934, 182791, 183412]",84
84994,"[67164, 84994, 85015, 168146, 172506]",46
85025,[85025],17
87033,"[55072, 87033, 107141, 108554, 119335, 224565]",310
87042,"[32649, 36286, 49904, 55073, 55089, 82707, 87042, 104004, 108555, 110163, 119421, 223732, 208553, 46558, 105877, 208554, 208555]",4315
87264,"[36558, 45703, 54602, 82639, 87264, 104137, 205947, 211161]",348
87265,"[45704, 54603, 82659, 87265, 91440, 211162]",274
92167,"[21397, 92167, 92171, 161663]",33
92168,[92168],18
92172,[92172],27
99906,"[99906, 104138, 205949]",129
99982,"[35717, 39588, 55075, 99982, 104338, 129930]",633
99983,"[35884, 39527, 99983]",217
100182,"[27487, 28478, 38650, 45595, 51186, 55092, 76897, 100182, 105421, 209545, 227905, 224303, 224304, 227904, 255442, 256286, 268679]",5838
100439,"[45709, 52101, 100439]",157
100836,"[100836, 200245, 246135]",766
101238,"[45850, 101238]",389
101239,"[38213, 40162, 45851, 82476, 99299, 101239, 129933, 208108, 253378, 267906, 267943, 269617]",741
101855,"[36960, 44695, 101855, 207326]",354
104330,"[104330, 210523]",186
104337,"[104337, 128954]",128
104573,"[104455, 128982, 209541, 104573, 268669]",620
104456,[104456],135
104869,"[104869, 129153]",42
104870,"[104870, 226201, 227902]",240
109993,"[91442, 109993]",411
109994,[109994],75
109995,[109995],219
109997,"[109997, 110054]",106
110008,"[110008, 110044]",421
110009,"[110009, 110045]",291
110010,"[110010, 110046]",283
110011,"[2805, 2813, 91439, 110011]",253
110012,"[110012, 110019]",495
110013,"[110013, 110021]",486
110014,"[91441, 110014]",216
110015,"[110015, 114284, 229346]",732
110017,"[91443, 110017, 110022]",118
151536,"[110018, 110023, 110028, 110036, 110058, 114286, 151536, 229344, 271357]",558
110024,"[110024, 110029, 110034, 110037, 120757]",222
271354,"[110020, 110025, 110038, 151550, 271354]",208
110027,"[110027, 110032]",44
110042,[110042],397
110047,"[110047, 110050]",11
110059,"[110007, 110059]",382
110064,"[110064, 229347, 229355, 229356, 229360, 271358, 271359]",251
120732,"[29674, 120732, 120739, 275088]",23
121526,[121526],24
130900,"[121949, 121991, 130900, 204848, 219099, 248952, 256924, 260395, 266929]",255
130927,"[15436, 130927, 130965]",80
130928,"[113505, 130928, 130964, 194025, 200613, 279240]",141
130929,"[130929, 279239]",82
131485,"[8113, 131485]",338
131505,"[131505, 279238]",108
131530,[131530],100
151003,[151003],46
151560,[151560],20
151812,"[151798, 156006, 247413, 7436, 7437, 67286, 90739, 151812, 156007, 172511]",1424
151805,[151805],18
156512,"[52542, 52546, 52569, 52570, 52577, 156511, 156512, 156514, 156516, 156517, 156518, 156528, 231663, 257295, 271872]",2269
156513,"[10954, 14559, 17235, 151504, 154488, 156513, 156515, 156519, 203069, 230136, 257296, 258250, 268893]",352
156522,[156522],35
157761,[157761],50
161658,"[21426, 21427, 21428, 161658]",27
215752,"[161659, 161660, 161661, 161664, 215752, 266930]",108
161662,"[161662, 215753]",38
161665,"[161665, 251884]",15
161670,[161670],21
161671,[161671],21
205488,"[120957, 172507, 85017, 205488]",31
178360,"[178360, 260455, 272131]",89
178426,[178426],20
182063,"[109332, 110016, 114937, 117642, 121113, 182063, 229351, 233865, 246038]",555
182497,[182497],32
193447,"[193447, 203379]",35
195281,"[21473, 195281]",43
201414,[201414],50
201425,"[201425, 248780, 248788]",300
201564,"[119887, 119907, 155537, 201564, 234212]",288
201565,"[119888, 155536, 201565]",107
201572,[201572],15
201573,[201573],21
201574,[201574],14
204707,[204707],13
204742,"[204726, 204742]",39
208333,[208333],92
224302,"[210615, 211288, 225868, 256807, 105874, 209544, 224301, 224302]",463
211163,"[91445, 205946, 211163]",20
212009,[212009],47
213534,[213534],128
213535,[213535],44
213536,[213536],94
216403,"[103114, 216403, 217207, 221006, 228504, 270465, 270466, 248046, 216399, 261916, 270475]",124
221005,"[70098, 221005]",15
221007,[221007],10
224104,[224104],28
224105,[224105],19
224566,[224566],286
224816,"[224567, 224816, 224820, 225866, 226401, 255558, 255559]",670
224817,"[224817, 224818, 262881]",119
225188,[225188],20
225189,[225189],15
225379,"[225378, 225379]",77
225861,"[97094, 225861]",154
225867,[225867],18
248777,"[228518, 248778, 248782, 248784, 7498, 157336, 201423, 248777, 248787]",1009
229339,[229339],11
229340,[229340],10
229341,[229341],14
229342,[229342],11
229345,[229345],427
229348,"[229348, 229354, 229359, 229361, 231298]",515
229349,"[91436, 229349]",507
229350,"[151545, 229350]",605
229352,[229352],47
229353,"[229353, 273476]",64
229362,"[110062, 229357, 229362, 271365]",126
229363,"[229358, 229363, 271366]",104
248772,[248772],204
248773,[248773],226
248774,[248774],13
248781,"[248781, 248783]",71
248785,"[228503, 248779, 248785, 250171]",51
248789,[248789],14
250184,"[250176, 250184]",249
250185,"[250185, 250186, 250187]",230
256137,"[38211, 256137]",26
257424,"[257424, 275635]",46
266447,"[266447, 274785]",44
268182,[268182],15
271355,"[110026, 110031, 110039, 114285, 271355, 288727]",159
271356,"[110040, 151562, 271356]",70
271360,"[271360, 271361]",38
271362,"[271362, 271363, 271364]",104
278558,[278558],18
44459,"[44459, 85539]",20
64959,"[64959, 80178]",22
85738,"[85655, 85738, 246524]",18
179290,[179290],29
213057,[213057],23
216134,[216134],36
216135,[216135],20
236582,"[30155, 236582]",14
259778,[259778],10
260745,[260745],10
2449,"[2449, 3569, 16309]",118
2450,"[481, 2450, 16308]",3729
11452,"[614, 1402, 2436, 2454, 3409, 3568, 11447, 11448, 11449, 11450, 11451, 11452, 11455]",12806
11459,"[11456, 11457, 11458, 11459, 11702, 11703, 11704, 11705, 11707, 11718, 12805, 12809]",28757
11730,[11730],91
11733,"[11733, 11736, 202311, 202312, 249736, 249737, 249738, 249739]",1646
11745,"[11745, 115198, 119030]",671
11747,"[11737, 11742, 11747, 18713, 18717, 202313, 202314, 202315, 202316, 247678]",5903
12807,"[483, 2492, 12806, 12807]",900
12808,[12808],7598
12810,[12810],251
12811,[12811],125
12814,[12814],799
12815,"[12815, 12833]",1621
12819,[12819],759
12820,"[11460, 12820, 12823, 12831, 18690, 18708, 18709, 22005, 22051]",2635
12821,[12821],467
12822,[12822],1830
12824,"[12824, 12825]",5538
12828,"[12826, 12827, 12828, 12850, 16314]",3291
12834,[12834],14
12836,[12836],501
12842,[12842],39
12843,[12843],123
12846,"[12846, 18697, 22049, 22052, 22016, 22019, 22045, 276234, 279033]",2955
12848,"[12816, 12848, 42350]",739
12851,[12851],49
12852,"[12852, 16316, 18702, 156073, 204156, 251017]",240
12854,[12854],30
12858,"[12855, 12856, 12857, 12858, 14522, 14523, 14524, 14525]",12872
12859,"[12844, 12859]",1342
14529,[14529],305
15517,"[15517, 15518]",1372
15519,[15519],356
15520,[15520],1048
16322,"[16313, 16322]",284
16323,[16323],484
16327,"[16327, 16330]",61
16331,"[16331, 16332]",153
18689,[18689],314
18691,[18691],1699
18694,"[18692, 18694]",106
18695,"[18695, 18699]",33
18696,"[18696, 42349, 91092]",103
18704,"[18704, 18705]",137
18706,"[16310, 16324, 16326, 18706, 18710, 19816, 22004, 22056, 22058, 23266, 24448, 42922, 42923]",5000
18711,[18711],104
18715,[18715],80
18718,[18718],188
21998,[21998],81
21999,"[18700, 18703, 21999, 22001, 22018]",1224
22002,[22002],64
22003,"[22003, 123454]",995
22006,[22006],2638
22007,[22007],6699
22009,"[22009, 22010]",59
22011,[22011],78
22012,[22012],184
22048,"[22014, 125250, 279032, 22000, 22048, 235477, 276633]",1497
22023,"[22013, 22015, 22017, 22022, 22023, 22027, 22028, 22033, 22034, 22035]",7557
22020,[22020],736
22024,[22024],22
22029,"[22025, 22026, 22029]",968
22030,[22030],1471
22036,[22036],492
22040,"[12840, 12841, 22039, 22040]",4167
22041,"[22041, 22042]",6258
22043,[22043],36
22044,[22044],71
22050,[22050],198
22053,"[22053, 42348, 91091, 202664]",430
24950,"[24950, 25039, 25168]",386
25243,[25243],307
25244,[25244],266
25314,[25314],32
25391,[25391],31
25448,"[25448, 25673]",602
25674,[25674],77
26271,"[26271, 26499]",67
99951,"[26720, 36696, 45430, 49748, 99951, 104697, 223909, 256809]",1535
35510,"[28715, 31897, 31898, 32023, 32209, 35181, 35510, 35565, 35825, 35959]",4525
34687,[34687],61
34690,[34690],12
34739,[34739],57
34740,"[34740, 34741]",123
34746,[34746],105
34747,[34747],41
35301,"[28149, 28151, 35301]",280
35504,"[35504, 35566]",717
35567,[35567],191
223822,"[35569, 55754, 55972, 108354, 108355, 209422, 211459, 223822, 223823]",1548
35574,[35574],262
35578,"[35578, 36123]",1373
35960,[35960],273
36129,[36129],89
36747,"[36148, 36336, 36747, 37096, 37470, 37475, 38423]",1178
36337,"[28647, 32252, 36337]",179
37056,[37056],22
37081,[37081],77
37322,"[37322, 55875, 257835]",128
37325,"[37325, 37468, 37469, 37731]",254
37518,[37518],49
37649,"[36338, 37649]",707
37651,[37651],345
37949,[37949],99
37952,"[37952, 38704]",86
38424,"[38424, 39276]",63
39707,[39707],160
39708,[39708],134
40042,[40042],12
40480,"[38705, 40480]",303
40822,"[37519, 40822, 47130, 49030, 49032, 91088, 91089, 128921, 209387]",206
42345,[42345],102
42346,"[42346, 42347]",130
42924,[42924],68
42927,[42927],530
42932,[42932],1346
42933,"[42933, 42936, 42951]",110
42935,[42935],32
42942,"[42925, 42926, 42931, 42938, 42939, 42942, 42943, 42944]",11602
42955,"[42946, 42948, 42953, 42955, 42956]",43593
42947,"[42947, 42961, 58961, 109562, 109564]",2394
42949,"[42949, 47772, 47773]",271
42954,[42954],17
42960,[42960],1746
43169,[43169],26
43170,[43170],242
43180,[43180],24
43181,"[43181, 44841, 44842, 47124]",256
43708,"[36071, 36970, 43708, 43724, 43817]",2472
45429,[45429],81
45882,[45882],59
45883,[45883],38
45884,[45884],135
45885,[45885],64
46161,"[45846, 46161, 46163]",2880
47004,[47004],167
47005,"[47005, 47122, 47123, 48095]",819
47125,[47125],194
47126,[47126],773
47127,"[47127, 48443]",511
47131,"[26195, 47131, 47132, 47133, 51329, 55760, 55873, 77217, 211033, 211034, 256389]",152
47915,"[47774, 47793, 47915, 47916]",96
47780,"[47780, 47798]",177
47911,"[22059, 42957, 47911, 47912]",1399
47913,"[47913, 47914]",1918
47918,[47918],54
47919,[47919],12
47920,[47920],14
47922,"[47922, 86468, 88646]",313
47923,[47923],61
48096,[48096],253
48125,[48125],15
48126,"[48126, 48577, 48627, 48628]",227
48441,[48441],29
48442,[48442],132
48444,[48444],248
48446,[48446],32
49506,[49506],19
49507,[49507],31
49747,[49747],20
55722,[55722],544
55898,"[55752, 55849, 55898, 55899, 55900, 65365, 79980, 79983]",1831
55784,"[55784, 87248]",321
55858,"[50839, 55858, 129835]",71
55971,[55971],123
58695,[58695],851
58696,"[58696, 58697]",289
58698,[58698],16
58699,[58699],47
58948,"[58948, 152335, 250074, 58951, 58952, 58954, 58955]",369
58956,[58956],41
58959,"[58957, 58958, 58959, 92425, 119823, 119825, 121751, 170760, 211458, 212911, 255384]",612
58963,[58963],20
202295,"[58964, 58965, 58966, 202295]",603
202299,"[58967, 58970, 202299, 202300, 202308, 276632]",1214
59100,"[47921, 58949, 58950, 58968, 59100, 65245, 65246, 66080, 66082, 70773, 70774]",3177
63152,[63152],303
63153,[63153],602
63155,[63155],18
65362,[65362],37
65364,[65364],60
70775,[70775],15
70776,"[70776, 78254, 78255]",66
74774,[74774],184
74775,[74775],15
75083,[75083],11
75085,"[74784, 75085, 78275]",69
78272,[78272],49
78273,[78273],16
78277,[78277],35
79978,[79978],35
79979,"[79979, 79985]",165
82623,[82623],146
82901,"[82901, 87263]",4825
84883,"[79986, 84883]",22
84884,"[84884, 84885, 85434]",304
85435,[85435],24
85436,[85436],48
85437,"[85437, 85438]",22
85997,[85997],163
85998,[85998],103
86464,"[85372, 85373, 85374, 86464]",736
86465,[86465],705
86469,"[86466, 86469]",101
86472,[86472],29
86473,[86473],78
87259,[87259],144
87267,[87267],3161
87279,[87279],70
88633,"[86475, 88632, 88633]",3284
88634,"[86470, 88634]",1381
88635,[88635],10
88638,"[87821, 88637, 88638]",416
88639,[88639],10
88640,"[88640, 89007]",81
88641,"[88636, 88641, 88642]",350
88643,"[88643, 85368, 94329, 109402]",165
88644,[88644],115
89008,[89008],73
92426,"[92426, 92602]",21
93511,[93511],15
93512,[93512],56
98996,[98996],285
98997,"[98997, 99329]",635
99240,"[65363, 65366, 99240, 101376]",564
99693,"[87280, 99693]",2652
99694,"[99694, 99695, 99696]",5489
99697,[99697],142
99698,"[99698, 99699, 99950, 100207]",1080
100208,[100208],645
101011,"[101011, 101012]",603
101258,"[55859, 101258, 206257, 255526]",359
101259,"[44612, 55920, 101259, 253228, 270007]",254
101261,[101261],149
101267,"[26037, 28261, 28344, 32435, 38133, 47128, 47129, 51326, 51327, 51328, 55762, 55874, 55879, 101262, 101263, 101265, 101266, 101267, 104474, 104475, 104486, 207749, 253226]",1282
101278,"[26173, 36719, 45880, 45881, 45891, 49029, 101278, 105373, 205975]",686
101279,"[40482, 101279, 205974]",249
101377,"[101377, 105967, 105968]",840
101404,"[101021, 101404]",395
101405,[101405],668
103732,"[94327, 103732]",206
123500,"[103737, 63157, 123500, 250077, 250493]",795
104472,"[104472, 104473, 104485]",80
104702,[104702],44
104721,"[104696, 104721, 105971]",64
105430,[105430],86
105969,[105969],80
106602,"[105431, 105432, 105433, 106602]",561
106657,"[106657, 119738]",781
109559,[109559],19
109560,[109560],120
109561,"[109561, 109563]",145
111738,[111738],140
111739,[111739],334
111741,[111741],10
122042,[122042],21
123248,"[88645, 94331, 94334, 123248]",1891
123249,"[123249, 123267, 123452, 125069, 123266, 130336, 185745]",3716
123393,"[123393, 123394]",485
123558,[123558],82
125246,"[125242, 125246, 125247]",2360
152780,"[125252, 125253, 126432, 129080, 150886, 150954, 152780]",9282
126704,[126704],250
126705,"[126705, 126706]",615
126710,"[126707, 126708, 126709, 126710, 126711, 126712]",5445
128920,"[91087, 128920, 222008, 222009, 255382]",36
128940,"[105970, 106601, 106719, 128940]",519
128941,"[110973, 128903, 128941, 128977]",626
128942,[128942],347
128943,"[128943, 224217, 224218]",12
130022,"[40478, 76397, 76398, 130022]",59
150890,[150890],1312
152778,"[110974, 152778, 152883, 154964, 168258, 175781, 203622, 209083]",8695
153367,[153367],109
153699,[153699],50
154961,"[154961, 167398]",10
161813,"[123256, 123257, 123260, 123261, 161813, 204162, 221326, 278093]",2742
169663,[169663],343
180694,[180694],1580
180695,[180695],86
180696,"[180696, 180911, 184034, 186642, 202659, 204884, 209691, 210841, 218395]",818
194974,[194974],599
199987,[199987],74
202293,"[123395, 202293]",1545
202294,[202294],39
202297,[202297],11
202298,[202298],19
202301,"[202301, 202302, 202309]",472
202305,"[42934, 42952, 47794, 119028, 168203, 202305]",344
202307,[202307],14
202660,[202660],23
202661,"[202661, 276634]",177
202662,[202662],19
202663,[202663],53
202665,"[202665, 78522, 235475]",67
204161,[204161],21
214329,"[204882, 250075, 202657, 204157, 204159, 204883, 214329]",73
207181,"[207181, 208464]",1585
207587,"[26036, 32259, 37321, 39942, 44592, 44593, 44594, 51330, 51331, 51332, 55761, 55876, 55878, 77216, 101260, 105206, 207587, 207671, 207672, 228073, 228074, 253227, 253233, 253240]",1357
225058,"[207667, 207668, 225058, 278928]",315
208465,[208465],233
208466,[208466],2517
208467,"[208467, 211453, 212142, 212150, 212171]",960
208515,"[207258, 208515]",457
208516,"[208516, 209499]",240
209356,"[11739, 18716, 91090, 154874, 209356]",83
209679,[209679],59
211146,[211146],59
211147,"[211147, 211153]",18
211152,[211152],30
211454,"[211454, 211455]",14
211456,[211456],10
212172,[212172],96
213547,[213547],283
213548,"[213548, 223640]",154
213574,"[211457, 213574]",245
213575,[213575],18
218144,"[213576, 218144]",143
218145,"[218145, 253123, 254213]",51
220780,"[220780, 220781]",30
221471,[221471],18
221472,[221472],70
267405,"[222376, 222377, 229493, 251019, 251440, 255790, 267405]",69
224219,[224219],73
224505,"[223908, 224505]",167
226601,"[224997, 278927, 224220, 226601]",739
225059,"[225059, 278926]",137
225153,[225153],277
226602,[226602],795
226938,[226938],22
226939,"[226939, 229089, 229091, 229093]",169
234125,[234125],30
234611,"[234611, 234612, 235869]",486
234727,[234727],24
234728,[234728],57
234895,"[234895, 276600, 236938]",557
235476,"[235476, 229090, 251016]",93
236741,"[224506, 228047, 236741]",982
236742,"[236742, 253124, 256810, 264415, 267801, 269619]",299
247695,"[247516, 247695]",1350
249731,[249731],117
249732,"[249732, 249733]",288
249740,"[249740, 249741, 249742]",693
250076,"[58960, 250076]",14
250079,"[249734, 250078, 250079, 251018, 254708, 256635, 267406, 267407, 267409, 267410]",696
255490,[255490],18
257813,[257813],10
257817,"[256388, 257817, 257837, 262909, 270006]",60
262957,"[262957, 267583]",11
267404,"[252076, 267404]",17
267408,[267408],17
267411,[267411],147
269654,[269654],74
289070,"[270413, 276183, 270414, 289070, 289726]",247
274516,"[274516, 274528]",22
276601,[276601],91
276631,[276631],14
276652,[276652],123
277584,[277584],11
278092,[278092],27
11787,"[11787, 11808, 125556, 249756]",246
11796,"[11796, 81214, 85333]",67
36950,[36950],85
59552,"[40037, 59552, 68706, 83879, 83889, 129068, 269694]",484
99461,"[56871, 59621, 68703, 99461]",324
202323,[202323],18
2768,[2768],24
203086,"[14602, 19494, 159353, 159442, 203086, 230831, 232444, 236280]",61
117999,"[14605, 19490, 14664, 14663, 113814, 115786, 116268, 117430, 117432, 117999]",128
159416,"[14616, 94416, 159416, 203095, 203096, 236281, 271547]",123
159417,"[14617, 159360, 159417, 203098, 221718, 232434, 236285]",104
159420,"[14627, 19491, 159366, 159420, 203105, 230832, 236283, 271550]",78
28797,"[14643, 117426, 28797]",14
14654,[14654],28
14689,"[14689, 14750, 77964, 89829]",12
14709,"[14588, 14612, 14682, 14709, 14744, 14748, 102988, 110714, 113518, 14716, 278592, 14742, 250527, 250553, 14743, 195062]",138
14754,"[14754, 110711, 203190, 203199, 236427, 274693]",30
14755,"[14719, 14755]",21
14757,"[14757, 110713, 116280, 203204, 276049]",31
19415,"[14795, 17299, 18553, 18770, 19415, 83595, 181407, 246990]",170
19477,"[18533, 18777, 19345, 19477, 160308, 233648]",236
18791,"[18791, 77685, 184268]",35
19248,"[18561, 19248, 83583, 274941, 30540, 181415]",92
19251,"[18516, 19251, 30515, 83587, 181378, 214332]",148
19252,"[17292, 18477, 18765, 19252, 19356, 19404, 83631, 128287, 181377, 203144, 204267, 221972, 231655, 247052, 251523, 274404]",696
19257,"[96, 14798, 17302, 18521, 18771, 19257, 19357, 19387, 19393, 19394, 83598, 83633, 154079, 181384, 193798, 204263, 231653, 251522, 274945, 18549, 18782, 19274, 83626, 203169, 232741, 274963, 14780, 17339, 18574, 19457, 30543, 83638, 103101, 115425, 181418, 181419, 203165, 203167, 204260, 204272, 232696, 232700, 248016, 250545, 251499, 251512, 264657, 274929, 199032, 203168, 252372]",1945
19262,"[14794, 17309, 18519, 19262, 30533, 66446, 120489, 151307, 174343, 181381, 230844, 274956]",425
19314,"[17342, 19314, 30518, 160776, 181402]",176
19316,"[14666, 18580, 19316, 120488]",477
19340,"[94, 14799, 17315, 18536, 19270, 19340, 19388, 30510, 83617, 152480, 155348, 172183, 181397, 195853, 204265, 221971, 232699, 262150, 273840, 274957, 289681]",857
19341,"[17265, 17312, 18522, 19341, 83619, 86842, 94414, 113467, 181385, 181399, 203150, 222922, 230045, 232135, 252371, 14800, 247102]",305
19342,"[18557, 18767, 19342, 160318, 176740, 250540]",71
19347,"[14797, 17301, 18524, 19347, 30508, 81377, 83597, 83632, 172181, 181387, 204268, 231652, 252365, 274405, 274954]",603
19371,"[17308, 18530, 18790, 19371, 83634, 115426, 181392, 203147, 204269, 231654, 232740, 274949]",435
19372,"[19372, 73910, 263154]",40
19373,"[18548, 18775, 19358, 19373, 83612, 160309, 181404, 195058, 251519, 252369, 262148, 274955]",938
19407,"[19407, 83542, 203084, 230830, 264172]",80
19416,"[1731, 17293, 18565, 18579, 18794, 19391, 19416, 30541, 83588]",150
19425,"[14796, 17300, 18523, 19376, 19386, 19425, 30534, 117488, 160987, 181386, 204266, 251524, 252364, 273836, 274953]",508
19472,"[19472, 30537, 65222, 66096, 77602, 77684, 84538, 84539, 89563, 94370, 94371, 113588, 114903, 184269, 222924]",250
21895,"[21895, 63165]",91
30517,"[30517, 103092]",12
30526,"[30526, 203157]",13
30535,"[17317, 18538, 30535, 274943, 203149]",22
35215,"[35215, 101155, 211379]",193
35219,"[35219, 54258, 104360, 129714, 221970, 226192, 227016, 35233, 40761, 209173]",726
35220,[35220],26
35229,"[35229, 101165, 128790, 151305, 227040, 227959]",188
35336,[35336],36
35338,[35338],65
36222,[36222],31
36537,[36537],40
36539,"[36539, 289051]",37
37251,[37251],22
38124,"[38124, 39260, 211945, 227020]",216
40763,"[40763, 211380]",33
46149,[46149],13
54264,"[54264, 82546]",50
54347,[54347],52
66091,"[66091, 69506, 113512, 196241, 259849, 70160, 279036]",35
161019,"[71083, 98388, 77970, 81305, 84552, 102967, 102977, 102961, 77563, 102955, 160779, 161019, 179949, 264200, 169073]",133
72527,"[62372, 72527]",18
73912,"[73912, 73929, 77557]",14
77535,"[77535, 222923, 264194]",10
77693,"[77546, 81372, 227466, 77551, 77693, 94517, 267621]",27
94364,"[77561, 77686, 81369, 264987, 19463, 77687, 81361, 84535, 84536, 84551, 94212, 94380, 94397, 94518, 94531, 94533, 102940, 102966, 155979, 179953, 181343, 197918, 220173, 222921, 228635, 266457, 267592, 267594, 289493, 18587, 77678, 89831, 94364, 113527, 131714, 199105, 199106, 222889, 251417, 264988, 273841, 274591, 267619]",433
77675,"[77675, 179929, 179930]",15
94363,"[77579, 77679, 81357, 84534, 94363, 179932]",111
77680,"[77559, 77680, 81379, 267591]",28
81302,"[81302, 264193]",12
81309,"[81309, 264179, 77702, 81326, 173290]",31
81382,"[81382, 218242, 264212, 275060]",11
82547,[82547],14
82549,[82549],11
82550,[82550],21
83586,"[58034, 83586, 113568]",25
83596,"[58038, 83596]",17
83604,"[83604, 178366]",16
83611,"[83611, 115820]",12
84541,"[77676, 81356, 84541]",28
91810,"[91810, 117427]",88
94216,"[71743, 71744, 81303, 94216]",10
94360,"[77674, 81355, 84537, 94360, 102944, 117418, 179935, 185191]",94
94362,"[77677, 84540, 94362, 102951, 179933, 219334]",69
94373,[94373],38
94384,"[77564, 94384, 115788, 179940, 219335]",32
99019,"[38817, 99019]",223
101153,"[35225, 99713, 101153, 104363, 129863, 236650, 257023, 274965]",282
101156,"[35221, 39261, 54269, 101156]",258
101159,"[35217, 101159, 104982, 211947]",384
101161,"[35218, 54263, 101161, 104362, 129864, 211381, 226193]",493
101837,"[35222, 39249, 101837, 129865, 268751]",80
102952,"[102952, 195061, 203189]",21
102972,"[102972, 264199, 264216, 272711]",33
109973,"[109973, 117445, 122456]",29
113522,"[113522, 122253]",10
118029,[118029],91
163856,"[85134, 122342, 19775, 59337, 78492, 80190, 163856, 230134]",218
122353,[122353],19
122374,"[122363, 122374, 234430]",171
122377,"[122377, 169348, 276392]",780
128028,[128028],14
128756,[128756],11
131694,"[131694, 276193]",46
